Genome_ID	Database	Virulence factor	Identity	Query / Template length	Contig	Position in contig	Protein function	Accession number
GCA_039686495.1	virulence_ecoli	cba	99.93	1536 / 1536	"ABSGEX010000017.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.017, whole genome shotgun sequence"	53891..55426	  Colicin B	FJ664743
GCA_039686495.1	virulence_ecoli	cia	100	147 / 147	"ABSGEX010000017.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.017, whole genome shotgun sequence"	62855..63001	  Colicin ia	QMGM01000002
GCA_039686495.1	virulence_ecoli	cma	99.75	816 / 816	"ABSGEX010000017.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.017, whole genome shotgun sequence"	56215..57030	  Colicin M activity	FJ664724
GCA_039686495.1	virulence_ecoli	csgA	100	456 / 456	"ABSGEX010000001.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.001, whole genome shotgun sequence"	149087..149542	 curlin major subunit CsgA	CP069646
GCA_039686495.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"ABSGEX010000058.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.058, whole genome shotgun sequence"	22133..23273	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_039686495.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"ABSGEX010000014.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.014, whole genome shotgun sequence"	23616..27866	 intimin-like adhesin FdeC	AP010953
GCA_039686495.1	virulence_ecoli	fimH	100	489 / 489	"ABSGEX010000056.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.056, whole genome shotgun sequence"	22439..22927	   Type 1 fimbriae	NA
GCA_039686495.1	virulence_ecoli	hlyE	97.82	919 / 918	"ABSGEX010000001.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.001, whole genome shotgun sequence"	38783..39689	  Avian E. coli haemolysin	ECU57430
GCA_039686495.1	virulence_ecoli	iss	99.66	294 / 294	"ABSGEX010000055.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.055, whole genome shotgun sequence"	14509..14802	  Increased serum survival	CP001846
GCA_039686495.1	virulence_ecoli	mchB	99.66	294 / 294	"ABSGEX010000036.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.036, whole genome shotgun sequence"	27437..27730	  Microcin H47 part of colicin H	AJ009631
GCA_039686495.1	virulence_ecoli	mchC	99.94	1551 / 1551	"ABSGEX010000036.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.036, whole genome shotgun sequence"	25615..27165	  MchC protein	FN554766
GCA_039686495.1	virulence_ecoli	mchF	99.76	2097 / 2097	"ABSGEX010000036.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.036, whole genome shotgun sequence"	21621..23717	  ABC transporter protein MchF	FN554766
GCA_039686495.1	virulence_ecoli	mcmA	100	279 / 279	"ABSGEX010000036.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.036, whole genome shotgun sequence"	21089..21367	  Microcin M part of colicin H	AJ515251
GCA_039686495.1	virulence_ecoli	nlpI	99.77	885 / 885	"ABSGEX010000003.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.003, whole genome shotgun sequence"	123275..124159	  lipoprotein NlpI precursor	CP000243
GCA_039686495.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABSGEX010000068.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.068, whole genome shotgun sequence"	1073..2314	   stx2i-O9-CB10366	FN252457
GCA_039686495.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABSGEX010000208.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.guided.117, whole genome shotgun sequence"	2490..3731	   stx2i-O9-CB10366	FN252457
GCA_039686495.1	virulence_ecoli	terC	100	714 / 714	"ABSGEX010000004.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.004, whole genome shotgun sequence"	22732..23445	  Tellurium ion resistance protein	CP007491
GCA_039686495.1	virulence_ecoli	terC	99.9	959 / 966	"ABSGEX010000003.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.003, whole genome shotgun sequence"	51294..52252	  Tellurium ion resistance protein	MG591698
GCA_039686495.1	virulence_ecoli	terC	100	1041 / 1041	"ABSGEX010000086.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.088, whole genome shotgun sequence"	2874..3914	  Tellurium ion resistance protein	UINX01000003
GCA_039686495.1	virulence_ecoli	tia	99.73	738 / 738	"ABSGEX010000091.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.093, whole genome shotgun sequence"	2432..3169	 Tia Invasion determinant	CP015995
GCA_039686495.1	virulence_ecoli	traJ	98.69	687 / 687	"ABSGEX010000017.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.017, whole genome shotgun sequence"	32510..33196	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_039686495.1	virulence_ecoli	traT	100	732 / 732	"ABSGEX010000017.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.017, whole genome shotgun sequence"	10959..11690	  Outer membrane protein complement resistance	CP009167
GCA_039686495.1	virulence_ecoli	yehA	98.26	1035 / 1035	"ABSGEX010000009.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.009, whole genome shotgun sequence"	27023..28057	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_039686495.1	virulence_ecoli	yehB	98.71	2481 / 2481	"ABSGEX010000009.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.009, whole genome shotgun sequence"	24527..27007	" Usher, YHD fimbriael cluster"	CP042934
GCA_039686495.1	virulence_ecoli	yehC	97.63	675 / 675	"ABSGEX010000009.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.009, whole genome shotgun sequence"	23837..24511	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_039686495.1	virulence_ecoli	yehD	98.71	543 / 543	"ABSGEX010000009.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.009, whole genome shotgun sequence"	23215..23757	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_039686495.1	stx	stx2	99.6	1242 / 1242	"ABSGEX010000068.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.denovo.068, whole genome shotgun sequence"	1073..2314	"O9 CB10366, variant i"	FN252457
GCA_039686495.1	stx	stx2	99.6	1242 / 1242	"ABSGEX010000208.1 Escherichia coli strain 01331529 SAMN41449217-rid21669123.guided.117, whole genome shotgun sequence"	2490..3731	"O9 CB10366, variant i"	FN252457
GCA_039694335.1	virulence_ecoli	AslA	94.09	1657 / 1656	"ABSGTT010000028.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.028, whole genome shotgun sequence"	14761..16416		CP054236
GCA_039694335.1	virulence_ecoli	cba	99.93	1536 / 1536	"ABSGTT010000057.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.057, whole genome shotgun sequence"	11884..13419	  Colicin B	FJ664743
GCA_039694335.1	virulence_ecoli	cia	100	147 / 147	"ABSGTT010000057.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.057, whole genome shotgun sequence"	20848..20994	  Colicin ia	QMGM01000002
GCA_039694335.1	virulence_ecoli	cma	99.75	816 / 816	"ABSGTT010000057.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.057, whole genome shotgun sequence"	14208..15023	  Colicin M activity	FJ664724
GCA_039694335.1	virulence_ecoli	csgA	100	456 / 456	"ABSGTT010000001.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.001, whole genome shotgun sequence"	128637..129092	 curlin major subunit CsgA	CP069646
GCA_039694335.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"ABSGTT010000072.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.072, whole genome shotgun sequence"	17569..18709	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_039694335.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"ABSGTT010000018.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.018, whole genome shotgun sequence"	23616..27866	 intimin-like adhesin FdeC	AP010953
GCA_039694335.1	virulence_ecoli	fimH	100	489 / 489	"ABSGTT010000048.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.048, whole genome shotgun sequence"	22439..22927	   Type 1 fimbriae	NA
GCA_039694335.1	virulence_ecoli	hlyE	97.82	919 / 918	"ABSGTT010000026.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.026, whole genome shotgun sequence"	39212..40118	  Avian E. coli haemolysin	ECU57430
GCA_039694335.1	virulence_ecoli	iss	99.66	294 / 294	"ABSGTT010000071.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.071, whole genome shotgun sequence"	8665..8958	  Increased serum survival	CP001846
GCA_039694335.1	virulence_ecoli	mchB	99.66	294 / 294	"ABSGTT010000069.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.069, whole genome shotgun sequence"	10460..10753	  Microcin H47 part of colicin H	AJ009631
GCA_039694335.1	virulence_ecoli	mchC	99.94	1551 / 1551	"ABSGTT010000069.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.069, whole genome shotgun sequence"	8638..10188	  MchC protein	FN554766
GCA_039694335.1	virulence_ecoli	mchF	99.76	2097 / 2097	"ABSGTT010000069.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.069, whole genome shotgun sequence"	4644..6740	  ABC transporter protein MchF	FN554766
GCA_039694335.1	virulence_ecoli	mcmA	100	279 / 279	"ABSGTT010000069.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.069, whole genome shotgun sequence"	4112..4390	  Microcin M part of colicin H	AJ515251
GCA_039694335.1	virulence_ecoli	nlpI	99.77	885 / 885	"ABSGTT010000013.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.013, whole genome shotgun sequence"	15937..16821	  lipoprotein NlpI precursor	CP000243
GCA_039694335.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABSGTT010000062.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.062, whole genome shotgun sequence"	3636..4877	   stx2i-O9-CB10366	FN252457
GCA_039694335.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABSGTT010000214.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.guided.152, whole genome shotgun sequence"	84..1325	   stx2i-O9-CB10366	FN252457
GCA_039694335.1	virulence_ecoli	terC	100	714 / 714	"ABSGTT010000004.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.004, whole genome shotgun sequence"	22734..23447	  Tellurium ion resistance protein	CP007491
GCA_039694335.1	virulence_ecoli	terC	99.9	959 / 966	"ABSGTT010000009.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.009, whole genome shotgun sequence"	54861..55819	  Tellurium ion resistance protein	MG591698
GCA_039694335.1	virulence_ecoli	terC	100	1041 / 1041	"ABSGTT010000097.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.099, whole genome shotgun sequence"	1350..2390	  Tellurium ion resistance protein	UINX01000003
GCA_039694335.1	virulence_ecoli	tia	99.73	738 / 738	"ABSGTT010000098.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.100, whole genome shotgun sequence"	2413..3150	 Tia Invasion determinant	CP015995
GCA_039694335.1	virulence_ecoli	traJ	98.69	687 / 687	"ABSGTT010000051.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.051, whole genome shotgun sequence"	21783..22469	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_039694335.1	virulence_ecoli	traT	100	732 / 732	"ABSGTT010000051.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.051, whole genome shotgun sequence"	232..963	  Outer membrane protein complement resistance	CP009167
GCA_039694335.1	virulence_ecoli	yehA	98.26	1035 / 1035	"ABSGTT010000010.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.010, whole genome shotgun sequence"	27023..28057	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_039694335.1	virulence_ecoli	yehB	98.71	2481 / 2481	"ABSGTT010000010.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.010, whole genome shotgun sequence"	24527..27007	" Usher, YHD fimbriael cluster"	CP042934
GCA_039694335.1	virulence_ecoli	yehC	97.63	675 / 675	"ABSGTT010000010.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.010, whole genome shotgun sequence"	23837..24511	" Chaperone, YHD fimbriael cluster"	CP042934
GCA_039694335.1	virulence_ecoli	yehD	98.71	543 / 543	"ABSGTT010000010.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.010, whole genome shotgun sequence"	23215..23757	" Major pilin subunit, YHD fimbriael cluster"	CP042934
GCA_039694335.1	stx	stx2	99.6	1242 / 1242	"ABSGTT010000062.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.denovo.062, whole genome shotgun sequence"	3636..4877	"O9 CB10366, variant i"	FN252457
GCA_039694335.1	stx	stx2	99.6	1242 / 1242	"ABSGTT010000214.1 Escherichia coli strain 01336033 SAMN41444163-rid21662313.guided.152, whole genome shotgun sequence"	84..1325	"O9 CB10366, variant i"	FN252457
GCA_039735685.1	virulence_ecoli	AslA	94.09	1657 / 1656	"ABSJAD010000075.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.076, whole genome shotgun sequence"	1659..3314		CP054236
GCA_039735685.1	virulence_ecoli	cba	99.93	1536 / 1536	"ABSJAD010000056.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.057, whole genome shotgun sequence"	11884..13419	  Colicin B	FJ664743
GCA_039735685.1	virulence_ecoli	cia	100	147 / 147	"ABSJAD010000056.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.057, whole genome shotgun sequence"	20848..20994	  Colicin ia	QMGM01000002
GCA_039735685.1	virulence_ecoli	cma	99.75	816 / 816	"ABSJAD010000056.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.057, whole genome shotgun sequence"	14208..15023	  Colicin M activity	FJ664724
GCA_039735685.1	virulence_ecoli	csgA	100	456 / 456	"ABSJAD010000005.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.005, whole genome shotgun sequence"	135589..136044	 curlin major subunit CsgA	CP069646
GCA_039735685.1	virulence_ecoli	eltIIAB-a	98.33	1141 / 1141	"ABSJAD010000058.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.059, whole genome shotgun sequence"	22133..23273	   Heat-labile enterotoxin LTII-a	JQ031711
GCA_039735685.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"ABSJAD010000022.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.022, whole genome shotgun sequence"	23616..27866	 intimin-like adhesin FdeC	AP010953
GCA_039735685.1	virulence_ecoli	fdeC	92.86	4258 / 4254	"ABSJAD010000186.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.guided.023, whole genome shotgun sequence"	39342..43592	 intimin-like adhesin FdeC	AP010953
GCA_039735685.1	virulence_ecoli	fimH	100	489 / 489	"ABSJAD010000050.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.051, whole genome shotgun sequence"	22440..22928	   Type 1 fimbriae	NA
GCA_039735685.1	virulence_ecoli	hlyE	97.82	919 / 918	"ABSJAD010000005.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.005, whole genome shotgun sequence"	25284..26190	  Avian E. coli haemolysin	ECU57430
GCA_039735685.1	virulence_ecoli	iss	99.66	294 / 294	"ABSJAD010000055.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.056, whole genome shotgun sequence"	14511..14804	  Increased serum survival	CP001846
GCA_039735685.1	virulence_ecoli	mchB	99.66	294 / 294	"ABSJAD010000040.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.041, whole genome shotgun sequence"	27446..27739	  Microcin H47 part of colicin H	AJ009631
GCA_039735685.1	virulence_ecoli	mchC	99.94	1551 / 1551	"ABSJAD010000040.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.041, whole genome shotgun sequence"	25624..27174	  MchC protein	FN554766
GCA_039735685.1	virulence_ecoli	mchF	99.76	2097 / 2097	"ABSJAD010000040.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.041, whole genome shotgun sequence"	21630..23726	  ABC transporter protein MchF	FN554766
GCA_039735685.1	virulence_ecoli	mcmA	100	279 / 279	"ABSJAD010000040.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.041, whole genome shotgun sequence"	21098..21376	  Microcin M part of colicin H	AJ515251
GCA_039735685.1	virulence_ecoli	nlpI	99.77	885 / 885	"ABSJAD010000008.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.008, whole genome shotgun sequence"	40264..41148	  lipoprotein NlpI precursor	CP000243
GCA_039735685.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABSJAD010000062.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.063, whole genome shotgun sequence"	3636..4877	   stx2i-O9-CB10366	FN252457
GCA_039735685.1	virulence_ecoli	stx2i-O9-CB10366	99.6	1242 / 1242	"ABSJAD010000188.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.guided.115, whole genome shotgun sequence"	2490..3731	   stx2i-O9-CB10366	FN252457
GCA_039735685.1	virulence_ecoli	terC	100	714 / 714	"ABSJAD010000002.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.002, whole genome shotgun sequence"	69870..70583	  Tellurium ion resistance protein	CP007491
GCA_039735685.1	virulence_ecoli	terC	99.9	959 / 966	"ABSJAD010000020.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.020, whole genome shotgun sequence"	30665..31623	  Tellurium ion resistance protein	MG591698
GCA_039735685.1	virulence_ecoli	terC	100	1041 / 1041	"ABSJAD010000085.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.087, whole genome shotgun sequence"	2874..3914	  Tellurium ion resistance protein	UINX01000003
GCA_039735685.1	virulence_ecoli	tia	99.73	738 / 738	"ABSJAD010000091.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.093, whole genome shotgun sequence"	2599..3336	 Tia Invasion determinant	CP015995
GCA_039735685.1	virulence_ecoli	traJ	98.69	687 / 687	"ABSJAD010000035.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.036, whole genome shotgun sequence"	32492..33178	  Protein TraJ (Positive regulator of conjugal transfer operon)	CP007150
GCA_039735685.1	virulence_ecoli	traT	100	732 / 732	"ABSJAD010000035.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.036, whole genome shotgun sequence"	10941..11672	  Outer membrane protein complement resistance	CP009167
GCA_039735685.1	virulence_ecoli	yehA	98.26	1035 / 1035	"ABSJAD010000010.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.010, whole genome shotgun sequence"	27023..28057	"  Outer membrane lipoprotein, YHD fimbriael cluster"	CP042934
GCA_039735685.1	virulence_ecoli	yehB	98.71	2481 / 2481	"ABSJAD010000010.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.010, whole genome shotgun sequence"	24527..27007	" Usher, YHD fimbriael cluster"	CP042934
GCA_039735685.1	virulence_ecoli	yehC	97.63	675 / 675	"ABSJAD010000010.1 Escherichia coli strain 01291951 SAMN41465198-rid21689183.denovo.010, whole genome shotgun sequence"	23837..24511	" Chaperone, YHD fimbriael cluster"	CP042934
